CountryNum,StateNum,Route,RouteName,Active,Latitude,Longitude,Stratum,BCR,RouteTypeID,RouteTypeDetailID,x_3310,y_3310,n_pur_5km,lbs_ai_5km
840,14,416,MEADOW VALLEY,1,39.9493657,-121.0380629,66,15,1,1,-88662.12234817153,215318.96491613518,0,0.0
840,14,417,LITTLE TRUCKEE,1,39.506243,-120.096211,66,15,1,1,-8267.61470226424,165604.09305002773,0,0.0
840,14,418,FOREST HILL,1,39.0192397,-120.8263239,66,15,1,1,-71478.58009160074,111789.3026877977,0,0.0
840,14,419,POLLOCK PINES,1,38.7396833,-120.5734077,66,15,1,1,-49789.10322218693,80555.87977609364,0,0.0
840,14,420,PLACERVILLE,1,38.7995807,-120.7242129,92,15,1,1,-62832.46398882398,87303.0735092638,385,818.7622938600001
840,14,421,COULTERVILLE,1,37.7104224,-120.1968622,92,15,1,1,-17331.25082384981,-33992.71662119124,0,0.0
840,14,422,WAWONA,1,37.4618753,-119.7938035,92,15,1,1,18213.10909574085,-61620.74521272024,0,0.0
840,14,423,PINE MOUNTAIN,1,36.0105997,-118.1213609,66,15,1,1,169123.31061456288,-221262.76470206399,0,0.0
840,14,424,KERNVILLE,1,35.7945597,-118.4486699,92,15,1,1,140053.15870150123,-245795.00795752136,0,0.0
840,14,425,SOUTH LAKE,1,35.6923897,-118.2905419,92,32,1,1,154532.02494635974,-256897.85362697486,13,230.479894
840,14,426,CRESTVIEW,1,37.77678,-119.0168752,88,15,1,1,86473.84269526748,-26185.606774770655,0,0.0
840,14,427,ALAMAR,1,34.7072417,-119.6177289,90,32,1,1,34999.51329472809,-367618.46173830656,0,0.0
840,14,428,BIG FLAT,1,41.7045577,-123.8982699,93,5,1,1,-324859.55786616064,416350.1145404745,0,0.0
840,14,429,CECILVILLE,1,41.0822737,-123.0816729,66,5,1,1,-259079.79996802678,344843.42114726454,0,0.0
840,14,430,MEDICINE MTN.,1,41.534114,-121.58434,85,9,1,1,-132376.8098155202,391872.1544879675,0,0.0
840,14,431,HAY FORK,1,40.4903837,-123.0732879,93,5,1,1,-260504.7289409628,279146.4905567635,0,0.0
840,14,433,CHILCOOT,1,39.7978141,-120.139403,85,15,1,1,-11931.557237589295,198005.50686355494,0,0.0
840,14,434,STRAWBERRY,1,38.1700196,-120.0376959,66,15,1,1,-3298.3399855818066,17081.783545890823,0,0.0
840,14,435,FRIDAY RIDGE,1,40.8879703,-123.6046832,93,5,1,1,-303850.00003475434,324843.0477772141,0,0.0
840,14,436,LAST CHANCE,1,40.1541637,-120.5453404,66,15,1,1,-46447.95672374873,237716.75119995512,0,0.0
840,14,437,Stonyford,1,39.382586,-122.551903,92,32,1,1,-219633.8007890621,154814.7233797377,0,0.0
840,14,503,Tracy 2,1,37.665124,-121.73284,91,32,1,1,-152638.5054657559,-37651.421164777596,651,2603.2217227399997
840,14,900,IRON GATE,1,41.9024247,-122.5631179,85,9,1,2,-213036.69385001436,434491.19661286846,0,0.0
