chemical_class,buffer_m,lag_window_days,lbs_ai,acres_treated,tox_units_avian,tox_units_aquatic,n_sections_intersected,n_applications,location_id,survey_start,survey_end,spatial_join
Restricted neonics,5000,90,3.7055,51.0,0.119531,4.4e-05,2,4,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,105.5528,2334.1297,0.047769,0.410761,18,63,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,30,0.2169,2.5291,9.6e-05,0.01868,4,18,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,30,0.0001,0.0006,2e-06,0.0,1,3,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,30,2.7314,31.9741,0.001214,0.235049,6,20,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,30,0.001,0.0095,3.1e-05,0.0,1,3,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,30,0.0001,0.0016,0.0,1e-06,1,1,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,6.3812,72.0047,0.002876,0.500516,25,79,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,30,0.6483,3.0029,0.011981,6.3e-05,2,4,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,0.7382,14.1362,0.000338,4.438023,13,30,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,17.0237,36.9586,0.549151,0.0002,11,35,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,1.1968,10.5892,0.000581,0.002264,19,40,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,60,0.217,2.5295,9.6e-05,0.018683,4,20,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,60,0.552,2.3303,0.000113,1.841183,3,8,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,60,0.0001,0.0006,2e-06,0.0,1,3,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,60,2.732,31.9817,0.001215,0.235107,6,22,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,60,0.0004,0.0016,1e-05,0.003744,1,1,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,60,6.4388,29.3843,0.001473,23.877739,5,15,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,60,0.001,0.0095,3.1e-05,0.0,1,3,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,60,0.132,1.6251,5.9e-05,0.000579,2,3,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,60,1.0467,0.9483,0.000523,0.140117,1,3,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,6.4233,72.5062,0.002894,0.504141,26,87,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,60,41.9186,25.3671,1.008158,390.808104,10,22,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,45.6586,186.1129,0.010698,169.683586,25,117,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,18.4177,48.5203,0.561353,0.000231,14,38,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,8.8267,104.3516,0.003976,0.035499,29,98,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,90,0.217,2.5295,9.6e-05,0.018683,4,20,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,90,0.552,2.3303,0.000113,1.841183,3,8,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,90,0.0001,0.0006,2e-06,0.0,1,3,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,90,0.0006,0.0054,0.0,2e-06,2,5,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,90,2.732,31.9817,0.001215,0.235107,6,22,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,90,0.0004,0.0016,1e-05,0.003744,1,1,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,6.4388,29.3843,0.001473,23.877739,5,15,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,90,0.001,0.0095,3.1e-05,0.0,1,3,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,90,0.139,1.6904,6.2e-05,0.000609,4,8,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,90,4.8382,5.4353,0.157196,0.638997,8,39,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,8.2063,90.9219,0.003687,0.657846,26,90,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,49.9041,36.988,1.211871,470.663678,12,31,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,46.1749,196.3716,0.010865,172.299489,28,125,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,18.4177,48.5203,0.561353,0.000231,14,38,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,10.0635,116.4447,0.004525,0.040923,31,207,BBS_CA_127_SANGER,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,30,12.1274,24.2548,0.006064,1.623479,1,1,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,2.4592,52.23,0.00123,0.040986,1,2,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Next-gen systemics,5000,30,0.4737,3.5334,0.002042,6e-06,2,2,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,12.5471,250.9412,0.00128,20.911766,3,12,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,60,0.0956,2.039,4.2e-05,0.000419,1,1,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,60,12.1274,24.2548,0.006064,1.623479,1,1,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,2.4592,52.23,0.00123,0.040986,1,2,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Next-gen systemics,5000,60,0.4737,3.5334,0.002042,6e-06,2,2,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,60,23.0883,46.6309,2.198885,0.011544,2,4,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,12.9168,258.7277,0.001486,24.273436,4,15,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,0.2436,7.7865,0.007859,3e-06,1,3,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,0.9375,20.0,0.000417,0.004112,1,1,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,90,12.1132,24.4943,1.153634,0.006057,4,10,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,90,1.1551,41.1112,0.000307,4.96791,4,15,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,90,49.2924,99.6758,4.694511,0.024646,4,10,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,90,4.643,165.4028,0.001237,19.962007,4,15,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,90,164.3477,332.3343,15.652161,0.082174,5,12,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,18.5653,656.973,0.004934,79.865398,8,39,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,90,0.0956,2.039,4.2e-05,0.000419,1,1,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,90,12.1274,24.2548,0.006064,1.623479,1,1,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,2.4592,52.23,0.00123,0.040986,1,2,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Next-gen systemics,5000,90,0.4737,3.5334,0.002042,6e-06,2,2,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,1139.3511,2037.0911,163.764048,80.632573,24,83,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,104.3449,3614.2706,0.031421,431.014385,28,132,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,4.0854,130.299,0.131787,4.8e-05,4,10,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,0.9375,20.0,0.000417,0.004112,1,1,BBS_CA_090_BLYTHE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,30,31.0539,31.374,0.815271,45.157964,1,6,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,30,0.1165,1.8675,0.000202,1e-06,1,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Carbamates,1000,30,2.2686,3.167,0.093745,0.298504,1,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,30,123.5931,125.189,3.268565,178.9731,4,18,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,30,0.004,0.1336,1e-06,0.017379,1,1,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,30,0.5615,8.995,0.000975,6e-06,3,5,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Carbamates,2000,30,40.7747,56.922,1.684906,5.365096,1,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,30,614.1778,626.0673,16.611637,877.121967,8,39,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,30,0.4431,4.6478,0.00022,3.624577,2,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,30,5.3186,86.2109,0.009234,5.3e-05,5,9,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,30,0.0337,0.7159,1.5e-05,0.000148,1,1,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,30,124.2,178.0,5.132231,16.342105,2,3,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,14.9889,166.4529,0.007262,0.540639,2,3,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,30,2677.9806,2921.2066,70.699855,3374.064133,15,65,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,95.1937,1001.3524,0.047895,787.127669,13,31,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,160.9103,871.7373,4.385663,0.001847,13,23,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,20.678,318.4394,0.00919,0.090693,5,7,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,60,31.0539,31.374,0.815271,45.157964,1,6,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,60,0.1165,1.8675,0.000202,1e-06,1,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Carbamates,1000,60,2.2686,3.167,0.093745,0.298504,1,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,60,0.0483,0.5524,2.1e-05,0.004167,1,1,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,60,123.6591,125.3225,3.274852,178.973133,4,19,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,60,0.004,0.1336,1e-06,0.017379,1,1,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,60,1.7126,13.4823,0.038107,1.9e-05,3,7,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Carbamates,2000,60,40.7747,56.922,1.684906,5.365096,1,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,60,1.0283,11.7524,0.000457,0.088649,1,1,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,60,615.5823,628.9088,16.745391,877.122669,8,40,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,60,0.4431,4.6478,0.00022,3.624577,2,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,60,31.2006,185.3516,0.844138,0.000358,6,13,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,60,0.0337,0.7159,1.5e-05,0.000148,1,1,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,60,124.2,178.0,5.132231,16.342105,2,3,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,25.3524,284.8329,0.011868,1.434044,4,9,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,60,2754.0497,3055.1197,73.573753,4000.904432,15,69,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,128.1297,1288.1733,0.056874,934.654249,14,39,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,384.4594,1814.5939,11.047174,0.004445,16,39,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,20.678,318.4394,0.00919,0.090693,5,7,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,90,31.0539,31.374,0.815271,45.157964,1,6,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,90,0.1165,1.8675,0.000202,1e-06,1,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Carbamates,1000,90,2.2686,3.167,0.093745,0.298504,1,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,90,0.0483,0.5524,2.1e-05,0.004167,1,1,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,90,123.6591,125.3225,3.274852,178.973133,4,19,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,90,0.004,0.1336,1e-06,0.017379,1,1,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,90,1.8229,14.3905,0.041665,2e-05,3,8,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Carbamates,2000,90,40.7747,56.922,1.684906,5.365096,1,2,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,90,1.0283,11.7524,0.000457,0.088649,1,1,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,90,615.5823,628.9088,16.745391,877.122669,8,40,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,0.9479,19.767,0.000335,5.857418,5,5,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,90,38.3059,217.8027,1.073339,0.000441,6,17,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,90,0.0337,0.7159,1.5e-05,0.000148,1,1,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,90,338.8929,285.3465,5.239578,45.082791,5,8,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,25.3524,284.8329,0.011868,1.434044,4,9,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,2754.0497,3055.1197,73.573753,4000.904432,15,69,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,153.1574,1863.2062,0.060061,1052.275146,22,52,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,510.639,2385.1778,15.117485,0.005929,18,53,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,20.678,318.4394,0.00919,0.090693,5,7,BBS_CA_171_TRANQUILLITY,2015-05-28,2023-06-10,plss_spatial
Carbamates,2000,30,17.8869,28.392,0.73913,2.353544,1,2,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,30,1.4842,25.0619,0.00066,0.127948,2,3,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,30,8.5602,8.4999,0.16462,24.457799,1,2,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,30,0.6872,20.132,0.000409,2.690483,2,2,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,30,115.8824,194.597,4.788527,15.247679,2,4,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,15.9479,278.0624,0.007088,1.374822,4,9,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,30,243.2575,241.9531,4.678029,695.02148,5,12,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,15.583,445.1709,0.008861,61.53169,10,13,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Carbamates,2000,60,17.8869,28.392,0.73913,2.353544,1,2,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,60,1.4842,25.0619,0.00066,0.127948,2,3,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,60,8.5602,8.4999,0.16462,24.457799,1,2,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,60,0.6872,20.132,0.000409,2.690483,2,2,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,60,115.8824,194.597,4.788527,15.247679,2,4,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,15.9479,278.0624,0.007088,1.374822,4,9,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,60,243.2575,241.9531,4.678029,695.02148,5,12,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,16.4047,472.1717,0.009069,65.1042,11,14,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Carbamates,2000,90,17.8869,28.392,0.73913,2.353544,1,2,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,90,1.4842,25.0619,0.00066,0.127948,2,3,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,90,57.5671,108.7038,4.831937,24.482302,3,8,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,2.8748,93.2268,0.000963,12.201797,3,6,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,90,115.8824,194.597,4.788527,15.247679,2,4,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,15.9479,278.0624,0.007088,1.374822,4,9,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,613.8217,1038.702,39.656829,725.280117,13,31,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,41.2244,1294.6447,0.015365,170.950773,19,36,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,5.3898,18.6492,0.173864,6.3e-05,1,1,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,0.3973,3.2,0.000199,0.000397,1,1,BBS_CA_150_BRAWLEY,2015-05-28,2023-06-10,plss_spatial
Diamides,500,30,0.505,4.4786,0.000253,0.008417,1,2,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,30,2.0714,18.3692,0.001036,0.034524,1,2,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,30,6.8093,60.3833,0.003405,0.113488,1,2,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,30,8.1668,31.1522,0.263444,9.6e-05,2,2,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,7.0739,62.73,0.003537,0.117898,1,2,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,277.6772,444.8152,0.153803,2517.09124,5,16,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,103.5355,411.9204,3.339855,0.001218,6,8,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,3.2413,96.8894,0.001441,0.014216,2,2,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,500,60,0.8748,10.338,0.000437,0.01458,2,4,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,60,3.5253,41.4075,0.001763,0.058755,2,4,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,60,11.9604,142.1547,0.00598,0.19934,3,6,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,60,8.1668,31.1522,0.263444,9.6e-05,2,2,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,17.9744,236.302,0.008987,0.299573,5,8,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,360.8985,1115.2216,0.198141,3240.138745,10,31,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,111.3866,441.9204,3.593115,0.00131,6,9,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,3.2413,96.8894,0.001441,0.014216,2,2,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,500,90,0.8748,10.338,0.000437,0.01458,2,4,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,90,16.0805,32.1749,0.410216,160.804846,3,7,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,90,0.5733,32.1749,0.000145,2.492425,3,7,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,90,3.5253,41.4075,0.001763,0.058755,2,4,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,90,63.5235,127.1029,1.620497,635.23468,3,7,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,90,2.2643,127.1029,0.000573,9.844971,3,7,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,90,11.9604,142.1547,0.00598,0.19934,3,6,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,90,284.2085,569.2102,7.548811,2799.264839,11,26,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,10.1966,569.2102,0.002581,44.333259,11,26,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,90,13.221,50.4602,0.426483,0.000156,2,3,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,19.7383,328.8126,0.009869,0.328972,6,9,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,1884.8238,3782.004,55.750239,17705.569279,27,60,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,429.8997,4893.6376,0.21561,3540.144146,31,89,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,174.6099,681.6449,5.632578,0.002054,7,14,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,3.2413,96.8894,0.001441,0.014216,2,2,BBS_CA_204_ATHLONE,2015-05-28,2023-06-10,plss_spatial
Diamides,500,30,0.1911,2.2447,8.5e-05,0.016475,3,4,BBS_CA_147_ARVIN,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,30,3.77,2.0064,0.096173,37.699722,1,1,BBS_CA_147_ARVIN,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,30,0.2442,6.4984,0.00022,0.475505,2,3,BBS_CA_147_ARVIN,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,30,1.7937,26.9088,0.057863,2.1e-05,3,20,BBS_CA_147_ARVIN,2015-05-28,2023-06-10,plss_spatial
Spinosyns,500,30,0.4528,3.4716,0.000226,0.000453,1,4,BBS_CA_147_ARVIN,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,30,0.7694,9.0323,0.000342,0.066328,3,4,BBS_CA_147_ARVIN,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,30,15.1916,8.0852,0.387542,151.916318,1,1,BBS_CA_147_ARVIN,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,30,0.9801,26.0729,0.000884,1.907689,2,3,BBS_CA_147_ARVIN,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,30,7.1852,107.6989,0.231781,8.5e-05,3,20,BBS_CA_147_ARVIN,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,30,1.818,13.938,0.000909,0.001818,1,4,BBS_CA_147_ARVIN,2015-05-28,2023-06-10,plss_spatial
